Date,Influencer_Sentiment,Sample_Title
2023-02-01,-0.5,【日本株で稼ぐ手法】レーザーテック大暴落で負の連鎖スタート？米国株、ナスダック上昇も日経平均弱すぎる。GAFAM決算、FOMC次第で状況変わるぞ！！
2023-02-02,-0.3,【2/2、日本株が弱すぎる】FOMC通過でハイテク株以外下落！！円高加速でドル円急落。パウエル発言で米国株、ナスダック、半導体株が急伸。アマゾン、アルファベット、アップル決算来るぞ！！
2023-02-03,0.2,【日本株で稼ぐ手法】日経平均が円高加速、GAFAM決算で微妙な反応。アマゾン、アップル、アルファベット決算で米国株、ナスダック下落か⁉FOMC通過で金利見通しに楽観。
2023-02-04,-0.2,【2/5、先送りされた大厄災】円安加速で日本株上昇か⁉米雇用統計で賃金インフレ加速、金利急騰、ドル円急伸。日経平均ソフトバンクG決算次第。米国株、ナスダックは下落。アマゾン8％急落がキツイ。
2023-02-05,-0.7,【日本株で稼ぐ手法】米雇用統計で賃金インフレ加速、金利急騰、ドル円急伸。日経平均ソフトバンクG決算次第。米国株、ナスダックは下落。アマゾン8％急落がキツイ。
2023-02-06,0.1,【日本株で稼ぐ手法】日銀総裁報道で日経平均乱高下。ドル円急騰、商社株が強いが銀行株は怪しい動き。米国株、ナスダックのVIX警戒。中国株、コモディティー相場崩れる。
2023-02-07,-0.8,【日本株で稼ぐ手法】日本株下落開始か⁉米国、ナスダックも下落サイン点灯で要警戒‼︎パウエル発言で金利急騰、円安加速再開で日経平均乱高下か⁉︎
2023-02-08,-0.3,【日本株で稼ぐ手法】任天堂、ソフトバンクGの大暴落がヤバい！！円高加速で日経平均主力銘柄、鉄鋼株が弱い。米国株、ナスダックはパウエル発言で急騰。
2023-02-09,-0.3,【日本株で稼ぐ手法】海外投資家が日本株を高値で売却。米国政策金利6％まで上がる「ターミナル６」に警戒！！日経平均は理論値抜けると強い。ドル円はCPI控え131円の攻防か？
2023-02-10,-0.2,【日本株で稼ぐ手法】東京エレク決算で日経平均上昇、為替乱高下。米国株、ナスダックはCPI前に急落。仮想通貨、ビットコインも弱い。
2023-02-11,-0.7,【2/11、日本株下落の転換点か⁉] 日銀サプライズで植田総裁爆誕。下落サイン発生で米国株、ナスダックもCPI次第で大きく動くぞ！！金利急騰で円安加速。ハイテク、半導体株も下落や！！
2023-02-13,-0.8,【日本株で稼ぐ手法】植田日銀体制で円安、株安加速か⁉︎ CPI控え金利急騰。米国株、ナスダック下落。日本株は東京エレク急落でハイテク株の動き最悪。日経平均は想定内の下落。
2023-02-14,-0.2,【2/14、CPIついに発表！！】日経平均の上昇始まる⁉ブラックロックが日本株をアンダーウェイトに格下げ。米国株、ナスダック、半導体株上昇続く？金利急騰で円安加速。仮想通貨ビットコインは下落。
2023-02-15,-0.4499999999999999,【株式投資で稼ぐ手法】CPI通過で金利急騰、米国株、ナスダックの上昇に違和感あり。ウォーレンバフェットが半導体株大量売却でどう動く。仮想通貨ビットコインは上昇。
2023-02-16,0.7,【海外投資家が日本株を大量買い】円安加速で輸出関連、日経平均の上昇に追い風。米国株、ナスダックは金利急騰で上昇。５月株式ボラティリティーに大きな賭け。仮想通貨ビットコインは急騰。
2023-02-17,-0.8,【株式投資で稼ぐ手法】金利急騰で円安加速、日本株下落でキツイ。日経平均下がるの辞めてや！！利上げ懸念再燃でナスダック、半導体株下落。
2023-02-18,-0.3,【日本株急落スタート⁉】米国株、ナスダックが上げてた理由がヤバすぎる！！金利急騰でグロース株が下落。大手ファンドも半導体株売却や！！円安加速でも日経平均弱い。仮想通貨ビットコイン上昇。
2023-02-19,0.3,【日本株で稼ぐ手法】米国株、ナスダックのショートカバーが過去最大規模。大手ファンドも半導体株売却や！！円安加速でも日経平均弱い。高配当株が上昇か？仮想通貨ビットコイン上昇。
2023-02-20,-0.5,【株式投資稼ぎ方】高値掴みに要警戒！！円安加速でも日経平均の上値重い。ソフトバンク、東京エレク下落で高配当銘柄に資金シフト。金利急騰でナスダックさらに下落か？
2023-02-21,-0.3,【株式投資稼ぎ方】高配当株が日経平均押ぶち上げる？円安加速も追い風。金利上昇で米国株、ナスダック、半導体株弱い。日銀政策、FRB次第の相場。株高は失速へ、利上げ停止前に株式相場が底入れしない？
2023-02-22,-0.6499999999999999,"【日本株で稼ぐ手法】金利急騰で米国株、ナスダック、半導体株も大幅安。日経平均27,000円割るとキツイ。円安加速、高配当株が若干追い風。FOMC、日銀政策修正どうなる⁉︎"
2023-02-23,0.7,【日本株で稼ぐ手法】FOMC議事要旨通過で米国株、ナスダック反転か？円安加速、高配当株物色で日経平均の下落限定的？エヌビディア決算後急伸で半導体株に追い風？
2023-02-24,0.7,【日本株で稼ぐ手法】米国株、ナスダックがエヌビディア急騰で大幅高。半導体株急伸で日経平均上昇！！植田日銀金融緩和継続で上げ幅拡大。半導体株の上昇はショートカバーぽいけどな。
2023-02-25,-0.3,【2/26、日本株下落回避なるか⁉︎】金利急騰で円安加速が止まらない‼︎米国株、ナスダック、半導体株が急落‼️植田日銀金融緩和継続は日経平均にプラス。PCEショック起こるのか⁉︎
2023-02-26,-0.3,【日本株で稼ぐやり方】米国株、ナスダック、半導体株が下落再開。インフレ懸念で金利急騰。円安加速、日銀金融緩和継続で日経平均優位か？仮想通貨、ビットコインは下落中。
2023-02-27,0.5,【日本株で稼ぐやり方】米国株、ナスダックは金利急騰で下落。３月0.5％の利上げ来るんか⁉円安加速、日銀緩和継続期待で日経平均に追い風。３月末が鬼門です！！
2023-02-28,0.1,【日本株で稼ぐ手法】円安加速、高配当株で日経平均強含む。海運株は急落始まるのか？米国株、ナスダック上昇なるか？仮想通貨、ビットコインは高値もみ合い。
2023-03-01,-0.2,【3/1.日本株ショートカバー炸裂】米国株、ナスダックは弱いのに日経平均だけ強い。円安加速でドル円さらに上昇か？海運株急落。中国株急伸。欧州株の動きは不穏です。
2023-03-02,-0.75,【投資で含み損を取り返す手法】金利4.0％越えで米国株、ナスダック、半導体株下落や！！円安加速で海外投資家も日本株売ってきたぞ！！
2023-03-03,-0.2,【投資で含み損を取り返す手法】日経平均428円急騰でお祭り騒ぎ！！金利急騰なのに米国株、ナスダック上昇には違和感。円安加速でドル円上昇。仮想通貨ビットコインは急落！！
2023-03-04,0.7,【3/4、日経平均銘柄入替】日本株急反発。米国株も上昇サイン点灯で上昇。金利上昇一服でナスダック上昇。円高進行でドル円下落。仮想通貨ビットコインは急落中。
2023-03-06,0.7,【投資で含み損を取り返す手法】重要イベント前やで！！円安加速一服でドル円下落。日本株の優位性まだ続くのか？空売りの買い戻し一服。過熱感も再燃。高配当利回り銘柄中心に勝負！！
2023-03-07,0.7,【3/7、日本株この１週間が正念場！！】日経平均は先物主導で海外勢ぶち上げか⁉高配当銘柄が強いぞ！！パウエル発言、雇用統計、控え米国株が警戒ムード。円安加速一服でドル円下落。
2023-03-08,-0.25,【株式投資で含み損を取り返す‼︎】FRB利上げペース再加速かもとかヤバすぎやろ！！日本株は円安加速、ドル円急伸で強い。日経平均強いけど優位性が低下。
2023-03-09,0.3,【3/9、海外投資家は日本株を買ってないぞ！！】〇〇狙いでここだけが買ってる⁉金利急騰で円安加速、日経平均に追い風。米国株、ナスダックはパウエル発言で高安まちまちや！！
2023-03-10,-0.9,【3/10、雇用統計発表で日本株急落開始か⁉】海運株も売りが加速、日経平均479円安！！米国株が雇用統計前に大暴落！！SVBショックで銀行株の下げがエグイ！！仮想通貨、ビットコインも急落。
2023-03-11,-0.9,【SVB破綻ショックで全世界株安開始か⁉️】米国株、銀行株の急落が不味すぎる。円高加速で日経先物も急落。日本株キツイぞ‼️仮想通貨ビットコインも急落。
2023-03-12,-0.9,【3/12、SVB破綻ショックで全世界株安開始か⁉️】米国株、銀行株の急落が不味すぎる。円高加速で日経先物も急落。日本株キツイぞ‼️仮想通貨ビットコインも急落。
2023-03-13,-0.5,【日本株急落止まらん！！】SVBショックで銀行連鎖破綻。FRBが救済措置発表で米国株先物急伸。円高加速で日経平均は急落続く。仮想通貨ビットコインは上昇。
2023-03-14,-0.8500000000000001,【3/14、CPI発表ついに発表！！】日本株大暴落。SVBショックで銀行株の急落が止まらない！！円高加速で日経平均は急落続く。米国株、ナスダック急落か⁉仮想通貨ビットコインは強い。
2023-03-15,-0.3,【3/15、日本株が大暴落中や！！】クレディ・スイスがヤバい⁉米国株先物も急落中。SVBショック継続で銀行株暴落再開か？円高進行でドル円下落
2023-03-16,-0.8,【3/16、日本株の大暴落止まるのか⁉】クレディ・スイス救済で銀行株暴落止まる？SVCショックで米国株乱高下。円高進行でドル円下落
2023-03-17,0.3,【3/17、日本株の大暴落止まるのか⁉】銀行株の大暴落続く？SVBファイナンシャル破産。米国株、ナスダックは急反発。円高加速でドル円下落。日経平均上昇。仮想通貨ビットコインは大幅高！！
2023-03-18,-0.9,【3/18、日本株の大暴落止らない⁉】SVBファイナンシャル破産で米国株、銀行株が大暴落。円高加速でドル円急落。日経平均先物急落。金先物、仮想通貨ビットコイン急騰。リスクオフ！！
2023-03-19,0.7,【日本株爆益戦略④】超勝率が上がる大暴落回避パターン！！これを知れば損失回避＆利益に繋がるぞ！！これで皆損失を回避してるで。米国株、FX、仮想通貨何でも使える‼️
2023-03-20,-0.8,【3/20、日本株の暴落いつまで続くねん！！】UBSがクレディS買収も円高加速でドル円急落、日経平均が弱すぎる！！SVBショックで米国株もリスクオフ鮮明。仮想通貨ビットコイン強い。
2023-03-21,-0.2,【3/21、日本株の暴落いつまで続くねん！！】FOMC控え米国株急伸。円高一服でドル円上昇、日経平均先物も反発。SVBショックいい加減終われや！！！！
2023-03-22,0.7,【3/22、FOMC発表。日本株ついに動くぞ！！】SVBショック緩和で円高一服、ドル円上昇。日経平均大幅高。米国株、ナスダックの大反発来るか。
2023-03-23,-0.3,【3/23、円高爆速でドル円、日本株下落】日経平均○月○日に警戒か？FOMC通過で米国株急落。グロースシフト加速でナスダック先物急反発。SVBショック乗り越えるか。
2023-03-24,-0.9,【3/24、円高爆速でドル円、日本株下落】金融不安再燃でドイツ銀行大暴落。米国株先物が急落中。ドル円下落、配当落ちで日経平均下落か⁉仮想通貨ビットコインも急落中。
2023-03-25,-0.2,【個人投資家しか日本株買ってないぞ！！】ドイツ銀行懸念で円高加速、日経平均は配当落ち後下落か？米国株、ナスダックは上昇。仮想通貨ビットコインはもみ合い続く。
2023-03-27,-0.2,【日本株は配当落ち後下落か⁉】高配当銘柄上昇で日経平均プラス。金融不安で銀行株は弱い。ハイテク、グロース株は下落。円高加速一服でドル円上昇か？
2023-03-30,-0.2,【3/30、海外投資家が日本株を2.5兆円大量売却！！】ショートカバーで高配当銘柄買戻し、日経平均小幅安。円安進行でドル円上昇。米国株はバリュー株に資金流入。
2023-03-31,0.7,【3/31、日本株配当落ち後どう出る？】ハイテクが買われ高配当銘柄が下落。海運株は急落中。円安加速、ショートカバーが日経平均上昇の鍵。米国株、ナスダックも金融不安後退で上昇。
2023-04-01,0.8,【4/1、日本株上昇の始まりか⁉︎】ハイテク株に資金流入。海運株は大暴落。ドル円、日経上昇に空売り勢が焦りの買い戻し。米国株、ナスダックもリスクオン。VIX 見とこか‼︎
2023-04-02,0.8,【4/2、日本株上昇の始まりか⁉︎】ハイテク株に資金流入。海運株は大暴落。ドル円、日経上昇に空売り勢が焦りの買い戻し。米国株、ナスダックもリスクオン。VIX 見とこか‼︎
2023-04-03,0.7,【4/3、日本株まだ上げるんか⁉】円安加速でドル円、日経平均が上昇。空売り勢焼かれてるぞ！！ハイテク、半導体、海運株は続落で弱い。米国株はVIX次第！！
2023-04-04,-0.2,【4/4、日本株の需給がまた悪化してるぞ！！】日経平均まだ上がるんか？円安一服でドル円調整。ハイテク、半導体株は弱い。米国株は原油急騰でNYダウが強い。ナスダックは下落。
2023-04-05,-0.8,【4/5、日本株急落また始まった⁉】日経平均が円高加速、ハイテク、半導体株軟調で弱い！！米国株、ナスダックも景気後退、金融懸念で下落。金先物、米国債買いが進行。仮想通貨ビットコインは横這い。
2023-04-06,-0.8,【4/6、日本株大暴落まだ続く⁉】半導体株株全滅、円高加速で日経平均下落リスク再燃か？米国株、ナスダックも下落。金と債券、仮想通貨ビットコインはしっかり。景気後退懸念根強い
2023-04-07,-0.8,【4/7、雇用統計発表！！日本株大暴落まだ続く⁉】半導体株株全滅、円高加速で日経平均下落リスク再燃か？米国株、ナスダックも下落。金と債券、仮想通貨ビットコインはしっかり。景気後退懸念根強い
2023-04-08,-0.2,【4/8、日本株大暴落まだ続く⁉】雇用統計で円安ドル高、日経先物上昇‼︎CPI控え調整。日銀黒田総裁退任でドル円下落か？半導体株は自立反発。グロース株が弱い
2023-04-10,0.4,【投資で含み損を取り返す手法】半導体株が弱すぎるぞ！！CPI前に円安ドル高、日経平均上昇。植田日銀総裁が金融緩和維持発言でドル円上昇。米国株、ナスダックどうなる？
2023-04-11,0.8,【4/11、バフェット氏が日本株に追加投資検討、商社株が急反発】金融緩和継続で円安ドル高、日経平均急伸でCPIに突入。米国株は調整も半導体株が大幅高！！仮想通貨ビットコインも強い！！
2023-04-13,0.7,【投資で含み損を取り返す手法】海外投資家が日本株を爆買い。CPI通過で日経平均上昇。米国株、ナスダックは銀行株決算意識で下落。半導体株が弱い。バフェット氏が追加外検討でバリュー株買い先行！！
2023-04-14,0.7,【投資で含み損を取り返す手法】ファストリ大幅高で日経平均急伸。バフェットが商社株買い増し。米国株、ナスダックは銀行株決算が正念場。ドル円下落で円高加速。仮想通貨ビットコイン強い！！
2023-04-15,0.7,"【4/15,日本株まだ上がるのか⁉︎】円安加速、ドル円上昇。ファストリ、商社株急伸で日経平均ぶち上る！！大手ファンドが米国株敬遠。米国株、ナスダックは弱い。FX、仮想通貨ビットコイン。"
2023-04-17,-0.7,【投資で含み損を取り返す手法】日本株またここから下落か？円安加速なのに日経平均28500円が重たすぎる。米国株、ナスダックどうなる？仮想通貨ビットコインも下落。米国理セッション寸前か？
2023-04-18,0.0,【日本株今月まで上昇で５月下落か⁉】半導体株が急落で日経平均上がてるのにキツイ。円安でドル円上げてるのになんでやねん！！バリュー株に資金シフトで銀行株など高い。米国株、ナスダックはしっかり、
2023-04-19,-0.7,【投資で含み損を取り返す手法】日本株、騰落レシオ過熱で下落再開か？円安加速でドル円上昇。金利上昇で米国株、ナスダックは弱い。半導体株下に押すのか⁉仮想通貨、ビットコインも再度下落。
2023-04-20,-0.2,【日本株の上昇いつまで続く？】バフェット効果で海外投資家日本株を１兆円買い。テスラ決算で米国株、ナスダック下落か？半導体株は弱い。仮想通貨ビットコインも下落で。
2023-04-21,-0.8,【4/21、日本株が急失速】半導体株急伸も日経平均結局マイナス。円高でそる円下落、バリュー株も売られ弱い。米国株、ナスダックもテスラ決算失望でセンチメント悪化。仮想通貨ビットコインも急落。
2023-04-22,-0.7,【4/22、日本株、米国株重要局】日経平均マイ転で最悪の終わり方⁉半導体株急伸もABALANCE、ISPACE、アースインフィニティ暴落。銀行株は楽天銀行上場で弱い。仮想通貨も急落。FX、ドル円
2023-04-24,-0.0499999999999999,【4/24、日本株の動きが気持ち悪すぎやろ！！】日経平均高値抜けきらない。半導体株、海運株は下落続く。円安加速でドル円上昇。仮想通貨、ビットコインは下落。米国株、ナスダックどう動く？
2023-04-25,-0.5,【4/25、日本株の超過熱がヤバい。急落来るのか？】騰落レシオ急騰で日経平均下落か。米国株、ナスダックはGAFAM決算待ちで重要局面。円安一服でドル円134円。中国株も急落。
2023-04-26,-0.7,【日本株急落がヤバい】半導体株大幅安でレーザーテック大暴落。ドル円が円高も日経押し下げ。米国株下落もマイクロソフト時間外大幅高でナスダック急伸。ファーストリパブリック銀行暴落
2023-04-27,-0.25,【4/27、日本株、米国株下落止まるのか⁉】日経平均は上昇もアドバンテスト、レーザーテックが大暴落。米国株、ナスダックはGAFAM上昇も金融不安で下落。仮想通貨ビットコイン上昇、円高でドル円下落。
2023-04-28,0.7,【4/28、日本株急騰】日銀金融緩和維持で円安加速、ドル円136円で日経平均強いが半導体株だけ弱い！！米国株、ナスダックもGAFAM決算で上昇。金融不安乗り越えるか
2023-04-29,0.7,【4/29、円安加速でドル円１３６円！！】日銀金融緩和継続で日本株が急伸。日経平均も29000円トライ。米国株、ナスダックも反発で仮想通貨、ビットコインも強い。金融不安、景気後退懸念乗り切るか。
2023-05-01,-0.2,【5/1、円安加速で日経平均まだ上がる？】インバウンド強いが半導体株は弱すぎる。日銀緩和継続でドル円異常な上昇。米国株、ナスダックどうなる？ファーストリパブリック破綻で金融不安再燃？
2023-05-02,-0.2,【5/2、円安加速で日本株上昇も不安残る】日経平均は重要ラインでストップ。空売り勢が焼かれる相場終了か？セルインメイで米国株、ナスダックどうなる？ファーストリパブリック破綻の影響は？
2023-05-03,-0.8500000000000001,【5/3、日本株大ピンチ⁉︎】金融不安再燃で円高加速が止まらない！！日経先物も急落。日本株セルインメイでGW狙われた⁉WTI原油も大幅安で銀行、エネルギー株が暴落。ナスダックもFOMC控え下落。
2023-05-04,-0.8500000000000001,【5/4、円高加速で日本株の急落が止まらない】金融不安再燃で日経先物が大幅安。米国株も下落サイン点灯。半導体株も弱い。欧州株も追加利上げ観測で下落や。ドル円急落きついな
2023-05-05,-0.3,【5/5、米雇用統計発表‼】円高加速、日本株急落止まるか⁉】アップル決算後上昇で米国株上昇。金融不安再燃で米地銀が大暴落。欧州株も追加利上げ観測で下落や。
2023-05-06,-0.3,【5/6.米国株急騰に違和感。ショートカバー炸裂‼️】金融不安＋米雇用統計が強いのに株が上がるご都合相場や‼️円高加速一服でドル円上昇。ナスダックが強い。日本株急落回避か⁉️
2023-05-08,-0.4499999999999999,【5/8、日本株の強さ際立つか⁉】円高加速で日経平均下落。投資の神様バフェット氏の注目集まる。仮想通貨ビットコインはバイナンスの影響で急落。金融不安一服で米国株、ナスダック上昇続くか？
2023-05-09,0.1999999999999999,日本株の過熱感がヤバい！！CPI発表前に日経平均300円高。海外投資家も５週連続で買い越し。米国株、ナスダックは横ばいでグロース株が強い。仮想通貨ビットコインは急落。
2023-05-10,-0.7,【5/10、CPI発表。日本株動くぞ！！】騰落レシオ過熱で日経平均下落か？金利急騰で円安加速？半導体株が弱いぞ。日本製鉄決算で急落。米国株、ナスダックも重要局面。仮想通貨ビットコイン急落。
2023-05-11,-0.25,日本株の利益がだだ下がりやで！！ソフトバンク決算で日経平均どう動く？CPI通過で円高、ドル円下落。米国株、ナスダック上がるんか？半導体、ハイテク株は強い。仮想通貨ビットコインは下落。
2023-05-12,0.4,【5/12、日本株が空売り勢を焼きながら上昇】円高一服でドル円上昇、日経平均を半導体株の上昇が引っ張る。ソフトバンク決算で下落。米国株、ナスダックどうなる？仮想通貨ビットコインは下落。
2023-05-13,0.7,【5/13、日本株の上昇、空売り勢焼き切るまで続く⁉】円安、ドル円上昇で日経先物さらに上昇。半導体株が強い！！米国株、ナスダックは利上げ観測復活で下落。仮想通貨ビットコインは弱い。
2023-05-15,0.75,【日本株上昇まだ続くんか⁉】日経平均が５空形成、RSI、騰落レシオ過熱で空売り勢が丸焦げ。円安加速、中国株高も追い風。米国株、ナスダック、仮想通貨ビットコインどうなんねん！！！！
2023-05-16,0.2499999999999999,【日本株は嵐の前の急騰か⁉】日経平均が6空形成、RSI、騰落レシオ過熱で空売り勢が丸焦げ。円安加速。米国株、ナスダック、仮想通貨ビットコインどうなんねん！！！！半導体株が急反発。
2023-05-17,0.55,【日本株の空売り勢がさらに丸焦げ】半導体株急伸で日経平均３万円越え。円安、ドル円上昇が押し上げる。米国株は債務上限問題で下落。大手ハイテクだけが強い。岸田首相が半導体誘致。
2023-05-18,0.8,【日本株が先物急騰で弄ばれながら急伸】円安、ドル円上昇。半導体株大幅高で日経平均止まらない。米国株は債務上限懸念後退で上昇。大手ハイテクだけが強い。
2023-05-19,0.8,【日本株にイナゴが群がってきたぞ！！】円安、ドル円上昇。半導体株大幅高で日経平均止まらない。空売り勢焼かれる。米国株は債務上限懸念後退で上昇。ナスダック急騰で大手ハイテクだけが強い。
2023-05-20,0.7,【5/20、日本株の急騰、先物の仕掛け買いが空売り勢を焼き尽くす】円安、ドル円上昇で日経平均、半導体株が大幅高。債務上限協議が中断で米国株、ナスダック下落。GAFAM、大手ハイテク株だけが強い！！
2023-05-22,0.3,【日本株の上昇が止まらん！！】空売り勢の買い戻し、3.2兆円の自社株買いが日経平均をぶち上げる。円安、ドル円上昇が追い風。米国株、ナスダックは債務上限問題難航でもたつく。半導体株が強い
2023-05-23,-0.75,【日本株の急落ヤバい】半導体装置の輸出規制強化発表で日経平均急落。円安、ドル円上昇なのに下落。債務上限問題も重しで米国株弱い。ナスダック、大手ハイテクだけが強い。
2023-05-24,-0.8,【日本株の急落ヤバい】中国コロナ懸念でインバウンド株急落。半導体装置の輸出規制強化。債務上限問題で日経平均下落。米国株、ナスダックも弱い。
2023-05-25,0.5,【日本株、半導体株が大幅高‼︎エヌビディアが決算後急騰】円安、ドル円上昇で日経平均上昇。中国コロナ懸念でインバウンド株急落。債務上限問題で米国株、ナスダックも弱い。
2023-05-27,0.7,【5/27、円安加速が止まらん‼️ドル円上昇、半導体株急騰で日経平均大幅高】米国株、ナスダックも高い。債務上限問題どうなる？
2023-05-31,-0.8,【日本株が急落】売買代金6.9兆円はヤバい！！ドル円が円高で日経平均も持ち高調整の売りに押される。米国株、ナスダックは？
2023-06-01,0.0499999999999999,【日本株まだ上がるんか⁉】日経平均リバランス売り後反発。米雇用統計で円安加速、ドル円上昇か？米国株、ナスダック下落。半導体株に利確の売り。債務上限問題
